Belt_Speed,Belt_Tension,Motor_Current,Roller_Bearing_Temperature,Idler_Vibration,Belt_Slip_Percentage,Load_Weight,Ambient_Temperature,Conveyor_Failure
1.77,22.54,42.8,50.9,1.83,0.34,536.6,32.1,0
2.14,18.62,35.0,33.1,0.64,1.48,274.5,26.4,0
2.25,27.2,61.7,52.0,1.2,1.0,120.5,21.8,0
2.41,22.87,47.2,39.6,0.65,0.62,533.7,31.7,0
2.48,22.01,54.7,42.8,3.4,0.06,787.8,29.0,0
1.75,22.8,42.0,57.7,1.34,0.48,374.7,24.8,0
1.59,17.18,33.6,55.7,1.41,0.52,429.1,23.2,0
2.71,19.63,31.9,58.9,0.83,1.88,634.4,31.8,0
2.33,22.02,35.9,47.8,0.52,0.86,674.4,25.1,0
1.9,21.12,48.5,56.8,1.22,3.23,515.8,25.7,0
2.82,27.73,50.2,42.1,0.75,1.67,393.7,24.6,0
2.25,22.98,51.0,45.4,0.3,0.93,698.9,47.8,0
2.67,25.85,30.1,44.7,1.27,0.22,315.5,29.1,0
2.23,22.04,45.0,48.2,1.39,0.3,421.8,22.2,0
3.02,26.75,34.7,35.1,1.08,0.21,588.2,10.0,0
2.9,23.79,49.0,45.7,0.59,0.7,264.7,16.5,0
2.1,22.06,49.8,62.5,1.37,1.54,558.3,25.9,0
2.59,21.94,33.3,37.1,1.49,1.71,670.8,39.9,0
2.46,17.71,54.7,34.7,0.73,0.12,751.5,44.0,0
2.75,24.28,68.4,35.5,1.61,0.82,441.5,26.3,0
1.81,21.82,53.3,74.6,0.62,0.79,434.0,30.5,0
2.47,19.74,43.4,52.6,4.75,0.69,607.2,26.8,0
2.62,26.98,41.8,45.3,0.56,0.43,407.3,31.2,0
1.5,16.37,42.9,48.7,0.3,0.78,453.7,26.3,0
1.73,20.1,37.4,50.3,1.05,0.87,548.3,24.1,0
1.38,26.62,47.5,41.6,1.64,1.1,555.8,23.4,0
2.09,23.42,33.6,42.8,4.21,0.57,213.9,33.0,0
2.49,21.78,26.1,46.4,1.34,3.48,325.0,37.1,0
2.8,23.13,47.2,40.8,0.77,0.5,225.0,24.9,0
2.23,22.81,45.2,44.0,2.22,2.71,249.8,33.1,0
2.85,15.18,39.3,51.5,1.3,1.94,332.2,29.1,0
1.65,20.43,32.2,38.0,1.2,0.75,466.7,25.3,0
1.52,29.27,47.9,74.1,2.11,0.82,481.2,32.7,0
2.18,19.03,35.1,55.5,1.99,2.45,177.2,37.4,0
2.35,20.57,43.6,35.3,1.34,0.81,360.0,22.2,0
2.19,19.56,62.6,23.2,1.43,1.36,272.3,25.7,0
1.37,21.61,51.5,41.1,3.15,1.99,470.0,38.3,0
2.16,19.38,31.3,54.8,1.12,2.86,401.6,27.7,0
1.68,24.19,32.3,52.9,3.33,0.3,688.8,22.4,0
2.47,22.89,46.5,46.9,0.68,4.44,479.1,29.2,0
2.35,25.48,31.2,42.0,1.21,4.03,409.0,28.1,0
1.82,17.27,25.0,39.0,2.12,0.42,460.7,35.4,0
1.99,20.47,50.3,44.0,2.46,1.14,403.5,27.7,0
1.78,20.98,48.2,37.9,1.42,0.06,701.2,27.9,0
2.17,24.05,49.5,44.0,1.89,0.22,449.7,27.6,0
2.58,18.43,47.6,61.3,1.7,1.05,568.4,29.2,0
1.81,26.12,44.3,40.3,1.16,1.26,618.4,38.6,0
2.4,27.34,38.4,54.1,3.76,0.92,400.9,33.1,0
1.99,17.55,50.2,55.6,0.86,1.46,229.5,20.7,0
1.88,19.79,60.3,37.2,4.46,1.89,427.9,30.0,0
2.16,19.61,40.0,39.6,0.38,0.22,595.6,30.4,0
1.79,33.85,34.8,58.7,1.66,1.29,245.7,30.6,0
1.98,20.07,33.6,38.7,1.43,0.99,537.9,17.6,0
1.72,29.55,36.3,47.4,0.65,0.15,626.0,29.0,0
2.99,16.3,47.0,68.4,4.29,0.31,708.7,24.0,0
2.21,17.55,23.6,57.8,4.48,0.65,601.7,17.5,0
1.92,18.91,49.4,48.9,0.42,2.39,543.9,36.5,0
2.29,18.19,51.4,56.4,0.41,0.29,527.9,26.0,0
2.16,20.79,27.0,47.4,1.94,0.24,318.8,26.1,0
2.11,18.81,35.2,58.2,5.24,1.53,358.0,34.2,0
2.45,18.31,45.8,27.5,1.47,4.47,240.2,35.2,0
2.5,27.21,43.6,46.6,3.23,0.71,510.8,26.3,0
1.99,27.51,50.2,27.1,1.24,0.52,566.1,28.2,0
1.97,26.27,43.6,49.6,5.51,0.35,517.7,20.9,0
2.09,24.36,57.6,45.6,2.89,0.06,542.6,21.4,0
1.28,22.42,41.8,61.6,0.42,0.24,613.9,37.1,0
1.59,19.76,35.2,55.1,2.4,0.12,300.9,28.3,0
2.75,17.71,34.4,42.7,1.37,0.82,509.4,34.8,0
2.86,23.63,52.4,43.9,0.54,4.59,537.0,26.8,0
2.1,16.72,45.3,51.8,2.88,1.86,429.7,30.9,0
2.43,17.53,51.3,42.3,1.38,1.1,181.1,15.8,0
2.32,27.19,51.1,47.7,1.47,0.8,346.4,34.0,0
3.43,30.55,24.8,61.2,1.12,1.15,423.8,27.8,0
2.65,23.77,33.6,39.7,0.96,0.57,522.4,24.7,0
2.15,26.98,34.8,43.5,4.73,0.24,505.0,32.4,0
1.82,20.89,36.8,44.9,4.78,1.07,788.5,35.0,0
1.56,15.98,40.8,79.6,2.4,0.9,641.6,25.2,0
2.28,24.75,55.0,54.1,1.44,3.47,496.5,19.6,0
1.9,24.56,57.0,59.3,5.74,1.26,518.2,39.7,0
1.63,22.32,42.1,55.7,2.39,1.78,690.6,26.5,0
1.94,20.91,42.5,56.4,1.49,0.12,696.4,14.6,0
1.77,26.33,37.9,52.7,0.85,1.72,550.1,25.0,0
2.87,17.56,45.9,51.7,4.94,4.88,760.0,31.1,0
2.55,18.52,47.0,33.5,1.83,1.29,365.3,27.4,0
2.2,17.46,53.1,51.6,4.3,1.63,495.7,27.1,0
2.79,22.38,53.0,46.9,3.45,4.67,974.9,25.5,0
2.23,17.1,22.0,53.5,4.27,0.6,606.5,25.1,0
1.86,18.92,43.5,47.3,0.33,2.09,478.9,19.1,0
2.81,18.82,58.8,55.6,4.0,0.61,515.6,18.9,0
2.42,20.83,40.6,57.4,0.64,0.67,526.9,30.5,0
1.79,15.31,56.4,20.0,0.84,1.29,750.5,36.6,0
2.12,22.39,41.9,43.7,2.6,0.36,620.6,26.1,0
1.85,27.61,46.7,29.4,2.35,5.92,488.2,37.7,0
1.65,22.61,33.6,50.4,2.16,0.48,248.6,35.7,0
2.57,28.94,34.0,45.0,0.77,0.16,391.0,27.1,0
2.96,28.0,52.3,61.6,0.5,0.47,509.0,32.5,0
1.64,25.5,53.8,50.1,4.28,2.33,480.6,31.4,0
2.43,22.34,45.3,43.1,2.49,0.45,664.4,24.5,0
1.94,22.1,32.7,57.4,1.74,1.13,465.3,12.9,0
2.01,25.44,45.4,44.8,4.95,3.29,625.8,29.0,0
1.96,20.24,57.6,43.0,3.55,0.36,279.2,32.9,0
1.85,13.53,62.4,51.9,3.81,0.17,421.3,24.1,0
2.22,24.21,41.8,64.1,2.17,0.12,604.2,42.0,0
1.87,16.91,28.4,56.5,0.39,0.7,810.1,35.2,0
2.31,17.67,53.4,53.7,0.61,0.13,478.7,17.7,0
2.18,22.0,42.2,75.5,0.44,0.73,624.3,26.6,0
2.1,21.57,54.4,40.7,1.12,2.38,700.4,22.1,0
1.84,15.65,47.8,40.5,3.02,1.8,643.0,25.4,0
1.97,22.74,36.2,49.5,1.21,1.05,612.2,32.6,0
2.5,26.35,45.6,63.2,2.34,2.28,446.9,26.2,0
2.4,16.92,58.1,38.6,1.02,0.13,727.9,24.0,0
1.81,27.73,43.5,65.5,1.67,1.13,302.3,28.7,0
2.24,14.98,34.7,33.6,0.99,0.15,310.0,33.3,0
2.5,31.53,29.1,46.8,1.82,0.79,780.1,33.2,0
1.53,20.15,37.3,49.7,1.17,0.75,554.2,32.3,0
2.42,22.66,40.9,39.2,1.04,0.37,314.3,37.6,0
1.93,13.49,53.2,41.8,2.2,2.13,285.0,27.4,0
2.43,21.72,33.8,56.0,0.3,0.31,278.6,25.5,0
1.89,23.03,60.5,62.4,2.62,0.96,805.2,26.9,0
1.48,21.61,31.6,26.9,2.09,0.79,487.8,22.3,0
1.55,19.47,68.3,49.8,3.32,0.68,422.4,22.2,0
2.22,17.74,62.3,46.9,2.03,0.04,744.3,33.2,0
2.3,27.09,46.4,49.1,3.32,1.43,537.7,33.8,0
1.84,22.14,28.5,44.8,1.73,0.02,450.9,9.5,0
2.46,28.93,44.4,35.1,0.66,2.06,659.1,34.6,0
1.54,19.63,41.1,63.4,1.19,0.37,589.7,25.1,0
2.17,20.04,32.3,59.6,2.6,0.15,590.1,23.6,0
1.72,25.67,47.9,47.0,2.14,0.65,459.5,25.7,0
1.94,14.7,36.8,43.1,0.86,0.98,365.7,19.2,0
2.22,16.54,37.9,41.9,1.38,0.45,348.4,26.8,0
1.86,26.94,43.0,22.1,2.65,0.16,515.4,41.4,0
2.05,16.73,39.3,51.5,1.2,0.02,501.1,17.2,0
2.6,13.81,65.8,55.8,2.74,1.46,572.4,32.3,0
1.97,30.41,39.6,49.4,1.07,2.61,436.3,34.8,0
2.53,15.73,49.4,47.1,0.79,0.13,692.0,32.1,0
1.75,22.83,46.5,49.3,0.53,0.31,301.2,38.7,0
2.41,22.31,48.5,39.5,2.49,0.02,562.7,34.9,0
2.78,9.35,49.3,43.0,0.96,2.6,363.6,32.7,0
1.21,20.8,53.8,46.3,2.09,0.71,463.5,35.3,0
1.88,24.02,47.7,55.0,0.52,3.11,361.9,34.9,0
2.43,23.59,47.2,61.8,1.09,0.76,444.9,25.6,0
2.12,26.07,45.6,45.7,1.54,2.38,339.5,32.4,0
2.35,20.26,43.6,37.6,2.85,3.64,349.9,26.1,0
1.96,25.21,35.9,48.4,0.39,0.49,644.6,18.7,0
2.23,18.9,44.4,68.1,1.03,1.23,291.6,40.9,0
2.14,15.65,47.4,38.4,2.04,1.32,597.5,24.1,0
2.67,16.16,49.0,56.9,2.48,0.03,627.8,35.7,0
2.3,15.42,46.8,61.4,0.86,0.69,609.6,31.7,0
2.34,26.54,42.7,44.4,3.24,2.32,496.0,21.7,0
2.04,15.18,44.4,41.0,1.14,3.51,336.2,22.6,0
2.0,23.23,39.5,53.7,0.75,2.75,268.2,30.8,0
2.03,20.8,48.1,51.5,0.46,4.33,323.0,30.8,0
2.36,21.54,42.8,54.9,2.73,1.27,323.9,25.4,0
2.03,28.14,46.8,68.7,3.92,0.32,541.3,16.9,0
2.32,20.03,55.0,49.7,2.11,1.03,287.7,33.6,0
3.03,24.75,37.9,36.1,5.39,0.66,469.0,7.5,0
2.55,22.17,51.0,48.7,1.12,0.36,506.0,30.4,0
2.07,21.32,45.3,50.4,1.8,1.78,454.5,35.9,0
2.68,32.35,65.2,60.7,1.51,1.19,459.4,15.1,0
2.04,15.51,42.8,46.0,0.3,1.87,691.5,29.1,0
1.38,27.8,52.0,43.9,0.35,0.38,575.0,25.3,0
1.8,24.95,45.2,34.3,0.9,2.81,605.5,29.4,0
1.45,19.84,31.1,53.5,3.63,0.33,444.3,34.8,0
2.06,29.33,39.8,81.5,1.24,1.11,617.7,18.6,0
2.21,13.68,53.8,45.8,4.53,0.07,545.6,26.4,0
2.87,19.65,40.7,52.5,0.9,0.93,531.5,26.8,0
2.33,16.56,22.8,42.5,5.02,0.12,441.3,14.4,0
2.11,23.85,44.7,35.2,0.65,0.48,535.5,32.0,0
2.53,16.99,34.1,52.3,0.55,2.37,816.2,39.4,0
1.32,23.95,46.3,48.3,2.56,2.69,590.5,32.7,0
2.29,21.16,60.5,24.1,0.3,1.75,756.4,28.9,0
2.51,19.84,52.7,64.1,0.38,0.55,217.0,34.2,0
1.61,23.75,60.4,52.2,2.43,1.04,510.8,23.8,0
2.66,20.79,39.4,48.7,5.24,0.3,623.1,21.8,0
2.34,17.1,43.6,43.8,3.65,1.36,558.0,31.6,0
2.03,34.61,34.6,52.1,1.99,0.51,577.3,29.6,0
2.45,19.81,38.2,52.5,2.22,0.3,441.7,30.2,0
3.11,12.02,35.7,52.0,1.41,1.06,681.7,22.0,0
2.27,18.21,31.9,58.7,0.55,0.14,259.9,17.5,0
2.3,16.3,58.7,61.0,1.7,1.39,477.6,20.7,0
2.02,25.72,24.1,68.1,0.86,0.25,518.6,22.0,0
1.86,23.45,58.7,39.6,2.5,0.97,414.1,13.7,0
2.53,23.79,57.5,42.3,4.16,0.6,504.2,31.3,0
1.86,20.33,50.0,51.6,0.55,1.0,205.3,19.0,0
2.23,20.74,33.9,40.2,0.3,0.34,305.5,18.6,0
2.01,20.33,29.2,41.8,6.41,0.45,690.5,26.2,0
2.39,21.63,39.5,52.8,3.84,0.18,536.5,21.7,0
2.33,25.76,51.3,57.0,0.3,1.8,443.2,17.0,0
2.62,23.51,45.0,60.8,3.02,0.09,647.0,17.7,0
2.0,24.25,34.6,46.1,1.51,0.57,708.1,31.7,0
2.09,24.25,56.5,52.6,4.26,0.72,771.5,25.6,0
1.81,25.98,61.8,50.4,2.44,0.26,217.0,17.4,0
2.02,23.3,42.7,48.2,2.75,0.58,707.4,38.2,0
2.35,23.61,46.1,39.8,3.03,0.65,325.9,23.0,0
2.5,27.35,29.9,38.6,0.3,0.3,545.2,31.7,0
1.83,19.01,40.9,54.7,2.68,1.22,591.7,27.2,0
2.55,18.15,50.1,39.7,4.15,0.04,741.3,28.7,0
2.74,16.66,48.5,30.2,1.82,0.26,570.4,28.1,0
2.37,22.82,39.9,47.7,0.58,1.17,541.8,18.3,0
2.95,13.66,42.3,62.6,1.39,1.19,374.3,43.7,0
1.89,24.08,40.5,20.1,1.27,0.37,246.9,22.7,0
1.7,21.51,42.2,45.1,1.88,1.38,370.4,33.8,0
1.49,27.11,49.2,54.8,4.8,0.76,711.0,22.5,0
2.8,18.98,25.3,29.8,1.31,0.9,504.9,20.3,0
2.46,21.09,44.3,45.9,0.86,0.49,749.2,37.6,0
2.18,27.05,48.5,36.6,3.6,4.98,392.4,38.9,0
2.31,28.22,39.3,37.9,0.9,1.6,617.8,31.2,0
1.75,18.94,40.2,44.0,1.63,0.34,525.2,33.6,0
3.18,22.82,40.5,36.8,3.64,0.32,694.3,19.2,0
2.25,23.32,40.2,35.9,1.04,1.79,466.5,32.6,0
2.24,23.68,45.1,47.4,3.04,0.59,480.9,32.5,0
2.49,20.82,46.3,70.3,1.38,0.12,682.6,31.1,0
2.39,27.77,24.0,55.6,0.44,0.04,186.6,39.5,0
2.29,13.5,51.5,58.1,2.41,0.64,478.5,12.0,0
1.88,20.1,42.1,56.0,2.01,0.64,250.8,26.7,0
2.39,24.02,64.3,41.0,2.05,1.47,495.6,38.4,0
2.95,24.06,33.1,51.1,0.44,1.03,436.9,20.2,0
2.74,28.09,36.3,59.0,2.24,1.76,590.3,32.5,0
2.84,27.39,43.0,56.3,2.29,0.46,569.9,24.6,0
2.0,20.72,49.1,49.9,4.43,1.17,457.2,28.6,0
1.8,27.85,25.5,53.2,2.17,2.6,355.7,20.6,0
2.15,18.79,36.7,72.6,0.89,0.09,511.7,43.8,0
2.22,26.19,50.9,56.4,3.34,1.48,695.8,20.0,0
2.64,30.15,35.5,44.8,5.02,1.51,353.0,27.1,0
1.52,27.47,58.7,47.3,2.66,1.9,274.5,26.2,0
2.81,22.48,40.5,37.5,1.56,0.38,223.5,35.5,0
2.14,20.51,36.0,71.5,0.47,0.65,269.8,28.5,0
2.03,15.12,51.1,64.0,1.45,0.33,498.9,17.0,0
1.8,23.4,61.1,48.8,3.36,0.44,289.2,23.5,0
1.54,16.98,49.2,69.8,1.29,4.15,443.8,12.9,0
2.53,18.43,57.6,54.3,0.41,0.71,569.2,28.5,0
2.23,16.64,61.8,43.7,2.53,2.27,180.7,40.5,0
1.68,19.93,35.8,57.1,1.65,1.9,648.0,26.6,0
1.68,21.87,54.4,52.0,1.1,0.71,714.1,30.4,0
2.07,23.23,29.8,56.4,0.82,5.82,779.7,35.7,0
2.87,19.3,49.2,34.3,1.23,2.2,721.1,23.2,0
2.1,26.81,44.3,39.9,0.63,0.79,861.9,35.7,0
1.6,21.06,57.4,62.9,2.05,0.44,534.5,41.4,0
2.1,18.46,56.7,64.9,0.81,0.09,620.9,15.6,0
2.09,23.02,50.7,62.2,0.3,0.75,462.3,36.0,0
1.12,30.84,48.0,70.2,2.89,0.54,599.4,17.6,0
2.18,23.51,50.1,53.8,2.28,1.49,520.6,22.6,0
2.11,20.37,45.6,53.1,1.39,0.02,250.6,35.9,0
2.48,15.13,44.4,38.9,0.57,2.14,274.4,30.3,0
2.94,21.01,59.4,42.2,4.46,0.65,771.3,24.8,0
2.65,23.06,60.6,28.1,3.07,0.76,523.3,43.6,0
2.09,20.26,43.6,44.8,0.4,0.24,713.0,25.7,0
1.76,14.51,47.4,27.4,2.06,3.33,415.0,35.7,0
3.23,18.17,45.8,58.8,1.03,0.61,366.1,25.9,0
2.22,28.55,28.9,51.9,0.77,2.22,487.1,31.2,0
2.21,28.45,41.6,27.7,3.76,0.33,617.8,31.4,0
2.19,18.01,61.0,46.1,3.33,0.12,708.8,28.6,0
2.28,25.03,37.5,67.7,0.77,1.21,527.9,18.1,0
2.14,16.7,66.1,46.7,1.45,4.99,598.0,29.9,0
1.97,28.32,56.7,38.0,1.14,1.25,478.5,23.9,0
1.98,23.1,49.0,30.1,0.92,1.13,718.4,24.8,0
2.19,26.27,50.6,30.4,1.88,0.7,720.7,32.2,0
1.98,14.28,35.8,53.4,0.62,0.4,382.2,31.7,0
1.91,25.05,42.3,43.7,0.51,0.68,557.5,22.7,0
2.24,21.97,59.4,44.5,1.36,0.19,350.7,29.5,0
2.1,25.83,38.9,43.7,1.23,0.36,622.4,28.1,0
2.8,26.12,55.6,46.6,0.32,0.8,440.8,22.0,0
1.14,22.3,31.2,35.7,3.29,0.19,380.4,22.4,0
2.64,19.3,33.0,51.2,6.43,1.88,194.0,22.5,0
2.7,25.51,64.0,33.8,3.94,0.01,662.5,27.9,0
1.37,21.73,44.9,40.4,0.46,0.47,528.9,25.9,0
2.06,18.07,39.6,58.1,3.66,0.87,537.7,29.5,0
2.05,17.86,58.6,51.8,0.58,3.17,624.8,21.8,0
1.64,15.35,57.5,54.9,2.31,1.02,385.7,26.8,0
1.89,19.7,54.2,69.5,1.15,0.42,362.3,27.3,0
1.76,26.96,39.3,47.4,2.65,0.52,582.4,30.3,0
2.9,22.8,42.1,48.2,1.55,0.5,673.7,38.3,0
2.57,19.62,48.1,45.4,3.08,0.24,579.8,35.5,0
2.71,25.62,51.9,43.6,4.02,0.19,740.4,27.5,0
2.49,18.25,39.9,37.9,1.8,0.79,584.7,16.8,0
1.75,22.43,46.7,48.8,0.89,0.38,576.5,24.4,0
1.99,21.19,47.7,51.6,2.26,0.12,623.3,34.4,0
2.4,25.51,57.9,52.1,7.0,0.29,465.2,27.6,0
1.71,14.9,52.5,48.6,0.68,0.88,313.6,19.2,0
2.49,18.17,29.9,57.3,0.66,0.36,502.9,26.6,0
2.1,14.63,42.9,48.3,1.27,0.33,607.1,24.7,0
2.05,20.83,35.7,43.9,1.34,1.16,371.1,36.8,0
2.48,27.45,50.7,38.7,1.44,1.4,289.1,23.9,0
2.38,19.73,54.2,32.5,3.96,0.33,391.1,30.9,0
2.06,19.7,46.0,62.6,2.55,0.77,700.3,32.8,0
2.66,25.92,42.3,41.0,2.3,1.74,574.3,19.3,0
1.77,26.81,45.7,38.7,1.71,1.41,481.1,22.8,0
2.45,21.6,47.1,43.8,0.91,0.09,354.8,25.0,0
2.44,25.08,38.6,45.2,1.3,0.54,541.3,29.0,0
2.08,17.15,32.8,64.4,1.12,1.54,527.8,23.8,0
2.33,28.2,24.5,44.7,1.7,0.24,568.4,18.4,0
1.7,31.67,57.7,74.3,0.5,0.26,875.6,20.9,0
2.57,24.35,50.0,48.6,0.62,1.19,574.1,34.6,0
2.13,12.62,48.6,68.6,0.59,0.4,395.9,42.5,0
1.99,19.49,57.7,56.9,0.32,0.47,292.2,30.1,0
2.62,24.76,32.4,51.6,3.16,0.89,416.1,35.6,0
1.92,20.1,27.6,63.8,2.99,1.67,431.5,30.5,0
1.64,27.72,48.8,59.2,1.46,0.83,624.3,32.9,0
1.58,24.65,47.9,54.3,1.63,2.69,407.3,33.2,0
2.44,18.82,27.7,71.2,0.51,0.14,351.2,32.7,0
1.69,22.15,48.6,43.0,7.5,1.68,580.7,30.5,0
2.9,17.98,41.0,38.1,1.76,0.94,407.2,29.0,0
1.37,21.18,36.9,41.2,1.89,2.04,586.5,25.2,0
2.88,19.5,41.7,65.5,2.26,0.46,373.1,31.7,0
2.28,27.29,20.6,62.5,3.39,0.79,429.2,30.2,0
2.16,31.52,39.1,42.7,2.38,2.08,412.7,21.6,0
1.98,15.56,38.0,24.5,1.76,2.14,561.7,36.3,0
2.36,13.35,50.6,45.9,1.6,0.57,478.4,34.9,0
2.18,20.9,43.4,37.9,0.6,2.07,316.7,29.4,0
2.64,15.17,51.4,43.1,3.42,1.38,304.2,36.2,0
2.25,22.21,19.5,37.5,2.37,0.63,452.6,33.1,0
2.26,25.37,36.6,31.9,1.79,4.2,287.7,24.9,0
2.05,28.72,50.6,66.8,1.28,0.04,437.9,15.3,0
2.18,22.91,41.9,41.2,1.43,0.58,538.5,15.1,0
2.32,21.13,53.5,62.1,1.53,0.44,322.6,36.8,0
1.52,13.1,27.0,45.8,0.95,3.29,627.3,27.8,0
1.66,22.12,52.3,36.7,2.84,0.13,707.5,25.4,0
2.5,22.32,38.6,53.1,0.84,1.19,662.5,23.4,0
2.27,24.88,37.6,44.1,3.09,1.51,600.3,28.4,0
2.13,18.81,54.9,45.9,2.56,0.24,563.3,34.4,0
2.21,20.04,56.6,49.4,1.6,0.19,536.0,22.3,0
2.34,15.35,55.3,39.9,0.47,0.06,555.5,28.7,0
1.98,11.69,65.4,31.8,1.9,0.21,409.3,46.6,0
1.89,17.01,57.7,47.5,1.26,1.98,496.2,40.7,0
2.28,14.93,37.0,57.6,2.87,3.46,522.3,12.4,0
1.81,23.52,46.4,39.0,1.72,2.78,596.2,15.3,0
2.36,19.67,41.4,49.5,2.75,0.55,261.5,40.6,0
1.52,19.58,65.3,63.1,0.55,1.55,531.7,34.3,0
2.61,17.57,56.0,47.1,1.53,2.11,659.3,28.4,0
2.39,7.45,43.1,48.9,0.59,2.01,409.6,31.7,0
2.3,28.79,53.8,48.6,0.8,0.08,483.6,25.8,0
2.59,17.5,32.7,41.2,2.06,0.29,220.5,23.3,0
2.87,20.14,47.5,38.1,0.61,3.36,510.0,33.1,0
2.61,15.45,35.6,38.1,0.62,1.62,276.7,27.3,0
1.46,26.37,28.1,51.7,1.85,2.16,417.0,34.1,0
1.69,22.65,52.8,55.6,0.63,0.87,492.7,24.2,0
1.95,18.28,54.1,56.1,3.53,0.6,409.0,33.0,0
2.21,20.23,49.6,44.2,0.3,1.26,475.4,30.2,0
2.41,29.55,43.2,58.9,3.75,0.77,556.0,18.7,0
1.91,21.67,32.3,51.1,2.59,0.56,494.2,38.3,0
2.27,21.18,33.4,48.7,0.42,0.51,521.2,18.1,0
1.9,17.76,35.3,20.0,1.01,0.21,219.5,37.3,0
1.96,13.47,42.7,39.8,4.86,0.9,476.4,31.2,0
1.64,21.28,55.8,32.8,1.88,0.88,167.0,32.5,0
1.83,23.46,55.6,54.3,1.51,1.07,440.6,24.5,0
1.66,26.95,28.5,49.0,5.34,0.15,776.2,25.4,0
1.81,11.88,38.1,37.3,2.78,2.96,640.5,28.0,0
2.62,16.94,37.8,51.0,1.38,1.63,285.9,19.0,0
1.82,19.39,19.7,33.8,2.28,0.17,418.5,32.0,0
3.25,21.98,50.7,37.6,1.04,0.1,473.6,25.5,0
2.4,21.35,42.5,40.9,1.81,1.24,576.0,13.2,0
2.27,21.45,43.9,53.4,3.74,0.5,627.6,41.2,0
1.86,23.84,58.5,62.0,1.47,0.46,744.4,29.9,0
2.48,17.94,45.9,42.1,1.76,2.2,356.8,30.3,0
1.97,26.2,40.7,61.2,0.83,0.51,532.7,23.2,0
2.25,23.95,50.7,48.5,3.69,1.2,235.5,30.3,0
3.22,20.56,55.6,50.4,1.49,0.92,561.5,33.2,0
2.16,29.2,48.0,47.4,1.02,0.37,573.9,17.8,0
2.66,29.0,51.9,46.0,0.99,0.48,503.0,32.2,0
1.92,26.2,43.5,52.4,3.51,3.44,598.0,20.6,0
2.19,8.42,44.2,55.4,1.65,0.48,370.8,19.0,0
2.91,29.11,46.1,39.2,3.0,1.84,302.1,21.8,0
1.95,25.58,37.5,46.1,1.03,2.37,357.4,42.7,0
2.92,31.03,39.3,64.7,2.11,0.09,555.5,33.5,0
2.48,27.57,58.8,49.8,3.45,1.31,696.6,27.9,0
1.98,29.1,65.1,50.9,4.12,1.66,371.2,39.9,0
2.45,25.95,60.9,59.7,1.7,0.68,397.5,21.5,0
2.59,28.07,31.8,43.0,1.74,1.01,517.3,20.8,0
2.45,30.97,30.8,47.7,2.96,0.21,1016.9,21.6,0
1.57,22.97,33.1,56.2,1.45,0.46,432.9,41.1,0
1.91,14.92,46.3,60.4,2.37,1.48,644.6,34.1,0
2.1,20.62,16.9,24.3,2.56,1.11,473.2,22.3,0
2.17,23.75,39.1,40.6,0.36,0.18,419.0,23.2,0
2.45,22.34,59.1,38.0,2.99,5.31,300.6,30.0,0
2.27,16.39,54.8,46.8,3.69,3.33,454.4,20.1,0
1.67,14.66,39.9,38.8,1.36,0.3,627.4,26.8,0
2.35,18.66,40.7,54.6,3.3,2.5,369.5,21.0,0
2.44,25.63,50.7,49.7,1.69,0.37,514.5,27.5,0
2.42,29.11,54.4,56.9,2.99,1.0,371.9,33.7,0
2.63,26.12,39.7,57.5,1.2,1.83,437.4,40.2,0
2.53,26.76,42.7,54.8,1.31,0.51,272.8,17.0,0
2.38,21.64,39.3,44.6,0.63,0.97,847.7,32.2,0
2.17,14.16,31.7,49.0,1.87,0.72,546.0,32.7,0
1.54,19.95,42.8,43.4,1.37,1.71,451.0,26.4,0
2.37,20.84,42.0,34.4,0.33,0.78,693.6,23.9,0
2.28,19.76,32.4,57.5,3.56,1.0,486.4,23.8,0
2.31,22.25,51.5,47.2,5.05,2.24,568.9,15.0,0
1.69,23.99,49.8,33.0,2.29,1.44,734.4,33.5,0
1.77,25.84,52.0,53.4,3.42,0.9,721.1,22.6,0
2.62,20.75,37.3,45.8,0.84,0.74,328.5,16.3,0
2.18,13.43,25.2,27.4,1.3,0.16,501.9,30.3,0
2.47,19.83,49.7,34.3,2.37,0.07,691.6,30.2,0
2.21,22.2,38.4,41.0,1.84,3.66,337.8,33.9,0
2.21,27.5,36.1,50.1,1.29,0.25,461.3,40.7,0
2.58,19.44,32.4,55.9,7.06,0.39,455.9,28.3,0
1.99,24.31,42.2,55.5,0.74,1.13,575.2,25.9,0
2.24,23.31,60.8,54.0,6.71,2.11,620.4,25.3,0
2.02,22.2,39.9,47.7,2.39,2.15,672.5,25.9,0
2.03,26.19,34.1,65.2,1.84,2.12,512.4,22.8,0
2.08,19.03,51.5,55.0,1.44,4.58,343.9,25.0,0
2.29,19.41,46.7,50.2,0.8,0.07,446.8,23.0,0
2.01,21.95,23.8,53.7,0.9,0.61,341.3,20.7,0
2.7,19.12,51.6,44.0,4.38,2.94,397.7,40.2,0
1.84,24.29,66.3,47.4,6.27,0.76,606.3,37.7,0
2.13,18.79,19.0,27.2,1.2,2.46,284.7,15.0,0
2.02,23.02,32.6,44.1,1.44,0.02,417.1,30.2,0
2.78,21.55,16.5,65.6,4.01,0.84,633.6,27.5,0
2.28,22.97,44.2,49.5,1.09,3.07,602.7,29.0,0
2.61,19.93,54.9,49.1,0.3,0.36,379.7,17.8,0
